#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 914           0.0914    0.12489844      -15.63661247      -15.51171403        309.33        0.00000000
 915           0.0915    0.11877785      -15.63692666      -15.51814880        294.17        0.00000000
 916           0.0916    0.11157893      -15.63724619      -15.52566726        276.34        0.00000000
 917           0.0917    0.10701711      -15.63795058      -15.53093347        265.05        0.00000000
 918           0.0918    0.13686198      -15.63851427      -15.50165229        338.96        0.00000000
 919           0.0919    0.11415727      -15.63860062      -15.52444335        282.73        0.00000000
 920           0.0920    0.12789215      -15.63846910      -15.51057695        316.75        0.00000000
 921           0.0921    0.13228364      -15.63883540      -15.50655175        327.62        0.00000000
 922           0.0922    0.12696100      -15.63873798      -15.51177697        314.44        0.00000000
 923           0.0923    0.11100410      -15.63865141      -15.52764731        274.92        0.00000000
 924           0.0924    0.14254122      -15.63872838      -15.49618716        353.03        0.00000000
 925           0.0925    0.11696508      -15.63901450      -15.52204942        289.68        0.00000000
 926           0.0926    0.13304660      -15.63913566      -15.50608906        329.51        0.00000000
 927           0.0927    0.13326993      -15.63923831      -15.50596838        330.07        0.00000000
 928           0.0928    0.11043763      -15.63910996      -15.52867233        273.52        0.00000000
 929           0.0929    0.13012464      -15.63901706      -15.50889242        322.28        0.00000000
 930           0.0930    0.12406667      -15.63881449      -15.51474783        307.27        0.00000000
 931           0.0931    0.12109811      -15.63902945      -15.51793135        299.92        0.00000000
 932           0.0932    0.11571751      -15.63814378      -15.52242627        286.59        0.00000000
 933           0.0933    0.11690685      -15.63840047      -15.52149362        289.54        0.00000000
 934           0.0934    0.14450320      -15.63839938      -15.49389618        357.89        0.00000000
 935           0.0935    0.14932154      -15.63826707      -15.48894554        369.82        0.00000000
 936           0.0936    0.10866301      -15.63777852      -15.52911552        269.12        0.00000000
 937           0.0937    0.13596167      -15.63841820      -15.50245653        336.73        0.00000000
 938           0.0938    0.10732694      -15.63884569      -15.53151875        265.81        0.00000000
 939           0.0939    0.11940029      -15.63889107      -15.51949079        295.71        0.00000000
 940           0.0940    0.12126144      -15.63890133      -15.51763989        300.32        0.00000000
 941           0.0941    0.13335803      -15.63911515      -15.50575712        330.28        0.00000000
 942           0.0942    0.12412247      -15.63941870      -15.51529623        307.41        0.00000000
 943           0.0943    0.14339580      -15.63958783      -15.49619203        355.14        0.00000000
 944           0.0944    0.13557720      -15.63961115      -15.50403395        335.78        0.00000000
 945           0.0945    0.10097977      -15.63949521      -15.53851544        250.09        0.00000000
 946           0.0946    0.12553127      -15.63915688      -15.51362561        310.90        0.00000000
 947           0.0947    0.11985123      -15.63945069      -15.51959945        296.83        0.00000000
 948           0.0948    0.10147616      -15.64013591      -15.53865975        251.32        0.00000000
 949           0.0949    0.10239766      -15.64049913      -15.53810146        253.60        0.00000000
 950           0.0950    0.11781447      -15.64052490      -15.52271043        291.79        0.00000000
 951           0.0951    0.12776322      -15.64076041      -15.51299719        316.43        0.00000000
 952           0.0952    0.12636225      -15.64048126      -15.51411902        312.96        0.00000000
 953           0.0953    0.10605533      -15.64061300      -15.53455768        262.66        0.00000000
 954           0.0954    0.12033632      -15.64075032      -15.52041400        298.03        0.00000000
 955           0.0955    0.12192509      -15.64024813      -15.51832305        301.97        0.00000000
 956           0.0956    0.12777075      -15.63976313      -15.51199238        316.45        0.00000000
 957           0.0957    0.11751658      -15.64114728      -15.52363071        291.05        0.00000000
 958           0.0958    0.13637137      -15.64200600      -15.50563463        337.75        0.00000000
 959           0.0959    0.13165087      -15.64263419      -15.51098332        326.06        0.00000000
 960           0.0960    0.10624088      -15.64285865      -15.53661776        263.12        0.00000000
 961           0.0961    0.12445648      -15.64241083      -15.51795435        308.24        0.00000000
 962           0.0962    0.11334763      -15.64275778      -15.52941015        280.72        0.00000000
 963           0.0963    0.12342561      -15.64283731      -15.51941171        305.68        0.00000000
 964           0.0964    0.11059389      -15.64341007      -15.53281618        273.90        0.00000000
 965           0.0965    0.11291763      -15.64420165      -15.53128402        279.66        0.00000000
 966           0.0966    0.13504810      -15.64441236      -15.50936426        334.47        0.00000000
 967           0.0967    0.13388966      -15.64358248      -15.50969283        331.60        0.00000000
 968           0.0968    0.12999216      -15.64314825      -15.51315610        321.95        0.00000000
 969           0.0969    0.12514825      -15.64349085      -15.51834260        309.95        0.00000000
 970           0.0970    0.11301736      -15.64364540      -15.53062804        279.91        0.00000000
 971           0.0971    0.12564712      -15.64258120      -15.51693408        311.19        0.00000000
 972           0.0972    0.12888253      -15.64250198      -15.51361946        319.20        0.00000000
 973           0.0973    0.11968866      -15.64255472      -15.52286606        296.43        0.00000000
 974           0.0974    0.13376553      -15.64274327      -15.50897774        331.29        0.00000000
 975           0.0975    0.11709455      -15.64303701      -15.52594245        290.00        0.00000000
 976           0.0976    0.11788029      -15.64282724      -15.52494694        291.95        0.00000000
 977           0.0977    0.12412817      -15.64338222      -15.51925404        307.42        0.00000000
 978           0.0978    0.11724775      -15.64314123      -15.52589348        290.38        0.00000000
 979           0.0979    0.10230876      -15.64341867      -15.54110991        253.38        0.00000000
 980           0.0980    0.10105067      -15.64291025      -15.54185958        250.27        0.00000000
